[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C2=1]]-C2[C2[C1=1C2=1]C2[C2=1C3=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]C0[C2[C0=1C2=1]C3[C0=1]C3[C0=1]O1[C0=1]]C2[C0[C2=1C3=1C3=1O1=1]C2[C2=1C2=1]]C2[C2[C0=1C2=1]C2[C2=1C2=1]]C2[C2[C2=1C2=1]C2[C2=1C3=1]]C3[C0[C2=1C3=1C3=1O1=1]]C3[C0[C2=1C3=1C3=1O1=1]]O1[C0[C2=1C3=1C3=1O1=1]]] InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h7H,4-6H2,1-3H3 InChI=1S/C8H18O/c1-4-5-6-7-8(2,3)9/h9H,4-7H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C2=1]]-C2[C2[C1=1C2=1]C2[C2=1C3=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]C0[C2[C0=1C2=1]C3[C0=1]O0[C0=2]]C2[C0[C2=1C3=1O0=2]C2[C2=1C2=1]]C2[C2[C0=1C2=1]C2[C2=1C3=1]]C3[C0[C2=1C3=1O0=2]]O0[C0[C2=1C3=1O0=2]]] InChI=1S/C8H16/c1-4-5-6-7-8(2)3/h7H,4-6H2,1-3H3 InChI=1S/C6H12O/c1-3-4-5-6(2)7/h3-5H2,1-2H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]Br0[C0[Br0=1C1=1C3=1C3=1]]Br0[C1[Br0=1C0=1C2=1]]C0[Br0[C0=1]C1[Br0=1C0=1C2=1]C3[C0=1]C3[C0=1]]C1[Br0[C1=1]C0[Br0=1C1=1C3=1C3=1]C2[C1=1C2=1]]C2[C1[Br0=1C0=1C2=1]C2[C2=1C2=1]]C3[C0[Br0=1C1=1C3=1C3=1]]C3[C0[Br0=1C1=1C3=1C3=1]]] InChI=1S/C10H20/c1-4-5-6-7-8-9-10(2)3/h9H,4-8H2,1-3H3 InChI=1S/C10H20Br2/c1-4-5-6-7-8-9(11)10(2,3)12/h9H,4-8H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]Br0[C1[Br0=1C0=1C2=1]]C0[C1[Br0=1C0=1C2=1]C3[C0=1]C3[C0=1]O1[C0=1]]C1[Br0[C1=1]C0[C1=1C3=1C3=1O1=1]C2[C1=1C2=1]]C2[C1[Br0=1C0=1C2=1]C2[C2=1C2=1]]C3[C0[C1=1C3=1C3=1O1=1]]C3[C0[C1=1C3=1C3=1O1=1]]O1[C0[C1=1C3=1C3=1O1=1]]] InChI=1S/C10H20/c1-4-5-6-7-8-9-10(2)3/h9H,4-8H2,1-3H3 InChI=1S/C10H21BrO/c1-4-5-6-7-8-9(11)10(2,3)12/h9,12H,4-8H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]C0[C1[C0=1C2=1O1=1]C3[C0=1]C3[C0=1]O1[C0=1]]C1[C0[C1=1C3=1C3=1O1=1]C2[C1=1C2=1]O1[C1=1]]C2[C1[C0=1C2=1O1=1]C2[C2=1C2=1]]C3[C0[C1=1C3=1C3=1O1=1]]C3[C0[C1=1C3=1C3=1O1=1]]O1[C0[C1=1C3=1C3=1O1=1]]O1[C1[C0=1C2=1O1=1]]] InChI=1S/C10H20/c1-4-5-6-7-8-9-10(2)3/h9H,4-8H2,1-3H3 InChI=1S/C10H22O2/c1-4-5-6-7-8-9(11)10(2,3)12/h9,11-12H,4-8H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]C1[C1[C1=1C2=1C3=1]C3[C1=1]O1[C1=1]]C1[C1[C1=1C3=1O1=1]C2[C1=1C2=1]C3[C1=1]]C2[C1[C1=1C2=1C3=1]C2[C2=1C2=1]]C3[C1[C1=1C2=1C3=1]]C3[C1[C1=1C3=1O1=1]]O1[C1[C1=1C3=1O1=1]]] InChI=1S/C10H20/c1-4-5-6-7-8-9-10(2)3/h9H,4-8H2,1-3H3 InChI=1S/C10H22O/c1-4-5-6-7-8-9(2)10(3)11/h9-11H,4-8H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C3=1]]-C2[C2[C1=1C2=1]C3[C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]C0[C2[C0=1C2=1]C3[C0=1]C3[C0=1]O1[C0=1]]C2[C0[C2=1C3=1C3=1O1=1]C2[C2=1C2=1]]C2[C2[C0=1C2=1]C2[C2=1C3=1]]C2[C2[C2=1C2=1]C3[C2=1]]C3[C0[C2=1C3=1C3=1O1=1]]C3[C0[C2=1C3=1C3=1O1=1]]O1[C0[C2=1C3=1C3=1O1=1]]] InChI=1S/C7H14/c1-4-5-6-7(2)3/h6H,4-5H2,1-3H3 InChI=1S/C7H16O/c1-4-5-6-7(2,3)8/h8H,4-6H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C3=1]]-C2[C2[C1=1C2=1]C3[C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]C0[C2[C0=1C2=1]C3[C0=1]O0[C0=2]]C2[C0[C2=1C3=1O0=2]C2[C2=1C3=1]]C2[C2[C0=1C2=1]C3[C2=1]]C3[C0[C2=1C3=1O0=2]]O0[C0[C2=1C3=1O0=2]]] InChI=1S/C7H14/c1-4-5-6-7(2)3/h6H,4-5H2,1-3H3 InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C3=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]Br0[C0[Br0=1C1=1C3=1C3=1]]Br0[C1[Br0=1C0=1C2=1]]C0[Br0[C0=1]C1[Br0=1C0=1C2=1]C3[C0=1]C3[C0=1]]C1[Br0[C1=1]C0[Br0=1C1=1C3=1C3=1]C2[C1=1C2=1]]C2[C1[Br0=1C0=1C2=1]C2[C2=1C3=1]]C3[C0[Br0=1C1=1C3=1C3=1]]C3[C0[Br0=1C1=1C3=1C3=1]]] InChI=1S/C7H14/c1-4-5-6-7(2)3/h6H,4-5H2,1-3H3 InChI=1S/C7H14Br2/c1-4-5-6(8)7(2,3)9/h6H,4-5H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C3=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]Br0[C1[Br0=1C0=1C2=1]]C0[C1[Br0=1C0=1C2=1]C3[C0=1]C3[C0=1]O1[C0=1]]C1[Br0[C1=1]C0[C1=1C3=1C3=1O1=1]C2[C1=1C2=1]]C2[C1[Br0=1C0=1C2=1]C2[C2=1C3=1]]C3[C0[C1=1C3=1C3=1O1=1]]C3[C0[C1=1C3=1C3=1O1=1]]O1[C0[C1=1C3=1C3=1O1=1]]] InChI=1S/C7H14/c1-4-5-6-7(2)3/h6H,4-5H2,1-3H3 InChI=1S/C7H15BrO/c1-4-5-6(8)7(2,3)9/h6,9H,4-5H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C3=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]C0[C1[C0=1C2=1O1=1]C3[C0=1]C3[C0=1]O1[C0=1]]C1[C0[C1=1C3=1C3=1O1=1]C2[C1=1C2=1]O1[C1=1]]C2[C1[C0=1C2=1O1=1]C2[C2=1C3=1]]C3[C0[C1=1C3=1C3=1O1=1]]C3[C0[C1=1C3=1C3=1O1=1]]O1[C0[C1=1C3=1C3=1O1=1]]O1[C1[C0=1C2=1O1=1]]] InChI=1S/C7H14/c1-4-5-6-7(2)3/h6H,4-5H2,1-3H3 InChI=1S/C7H16O2/c1-4-5-6(8)7(2,3)9/h6,8-9H,4-5H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C2=1]]-C2[C1[C0=2C2=1]C2[C2=1C3=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]C1[C1[C1=1C2=1C3=1]C3[C1=1]O1[C1=1]]C1[C1[C1=1C3=1O1=1]C2[C1=1C2=1]C3[C1=1]]C2[C1[C1=1C2=1C3=1]C2[C2=1C3=1]]C3[C1[C1=1C2=1C3=1]]C3[C1[C1=1C3=1O1=1]]O1[C1[C1=1C3=1O1=1]]] InChI=1S/C7H14/c1-4-5-6-7(2)3/h6H,4-5H2,1-3H3 InChI=1S/C7H16O/c1-4-5-6(2)7(3)8/h6-8H,4-5H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C3=1]]-C2[C1[C0=2C2=1]C3[C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C2[C1=1C3=1]]C0[C2[C0=1C2=1]C3[C0=1]C3[C0=1]O1[C0=1]]C2[C0[C2=1C3=1C3=1O1=1]C2[C2=1C3=1]]C2[C2[C0=1C2=1]C3[C2=1]]C3[C0[C2=1C3=1C3=1O1=1]]C3[C0[C2=1C3=1C3=1O1=1]]C3[C2[C2=1C3=1]]O1[C0[C2=1C3=1C3=1O1=1]]] InChI=1S/C6H12/c1-4-5-6(2)3/h5H,4H2,1-3H3 InChI=1S/C6H14O/c1-4-5-6(2,3)7/h7H,4-5H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C3=1]]-C2[C1[C0=2C2=1]C3[C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C2[C1=1C3=1]]C0[C2[C0=1C3=1]C3[C0=1]O0[C0=2]]C2[C0[C2=1C3=1O0=2]C3[C2=1]]C3[C0[C2=1C3=1O0=2]]C3[C2[C0=1C3=1]]O0[C0[C2=1C3=1O0=2]]] InChI=1S/C6H12/c1-4-5-6(2)3/h5H,4H2,1-3H3 InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C3=1]]-C2[C1[C0=2C2=1]C3[C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]Br0[C0[Br0=1C1=1C3=1C3=1]]Br0[C1[Br0=1C0=1C2=1]]C0[Br0[C0=1]C1[Br0=1C0=1C2=1]C3[C0=1]C3[C0=1]]C1[Br0[C1=1]C0[Br0=1C1=1C3=1C3=1]C2[C1=1C3=1]]C2[C1[Br0=1C0=1C2=1]C3[C2=1]]C3[C0[Br0=1C1=1C3=1C3=1]]C3[C0[Br0=1C1=1C3=1C3=1]]] InChI=1S/C6H12/c1-4-5-6(2)3/h5H,4H2,1-3H3 InChI=1S/C6H12Br2/c1-4-5(7)6(2,3)8/h5H,4H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C3=1]]-C2[C1[C0=2C2=1]C3[C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]Br0[C1[Br0=1C0=1C2=1]]C0[C1[Br0=1C0=1C2=1]C3[C0=1]C3[C0=1]O1[C0=1]]C1[Br0[C1=1]C0[C1=1C3=1C3=1O1=1]C2[C1=1C3=1]]C2[C1[Br0=1C0=1C2=1]C3[C2=1]]C3[C0[C1=1C3=1C3=1O1=1]]C3[C0[C1=1C3=1C3=1O1=1]]O1[C0[C1=1C3=1C3=1O1=1]]] InChI=1S/C6H12/c1-4-5-6(2)3/h5H,4H2,1-3H3 InChI=1S/C6H13BrO/c1-4-5(7)6(2,3)8/h5,8H,4H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C3=1]]-C2[C1[C0=2C2=1]C3[C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]C0[C1[C0=1C2=1O1=1]C3[C0=1]C3[C0=1]O1[C0=1]]C1[C0[C1=1C3=1C3=1O1=1]C2[C1=1C3=1]O1[C1=1]]C2[C1[C0=1C2=1O1=1]C3[C2=1]]C3[C0[C1=1C3=1C3=1O1=1]]C3[C0[C1=1C3=1C3=1O1=1]]O1[C0[C1=1C3=1C3=1O1=1]]O1[C1[C0=1C2=1O1=1]]] InChI=1S/C6H12/c1-4-5-6(2)3/h5H,4H2,1-3H3 InChI=1S/C6H14O2/c1-4-5(7)6(2,3)8/h5,7-8H,4H2,1-3H3
[-C0[C1[C0=2C2=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C2[C1=1C3=1]]-C2[C1[C0=2C2=1]C3[C2=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]C1[C1[C1=1C2=1C3=1]C3[C1=1]O1[C1=1]]C1[C1[C1=1C3=1O1=1]C2[C1=1C3=1]C3[C1=1]]C2[C1[C1=1C2=1C3=1]C3[C2=1]]C3[C1[C1=1C2=1C3=1]]C3[C1[C1=1C3=1O1=1]]O1[C1[C1=1C3=1O1=1]]] InChI=1S/C6H12/c1-4-5-6(2)3/h5H,4H2,1-3H3 InChI=1S/C6H14O/c1-4-5(2)6(3)7/h5-7H,4H2,1-3H3
[-C0[C1[C0=2C3=1]C3[C0=1]C3[C0=1]]-C1[C0[C1=2C3=1C3=1]C3[C1=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C0[C1=2C3=1C3=1]]-C3[C1[C0=2C3=1]]Br0[C0[Br0=1C1=1C3=1C3=1]]Br0[C1[Br0=1C0=1C3=1]]C0[Br0[C0=1]C1[Br0=1C0=1C3=1]C3[C0=1]C3[C0=1]]C1[Br0[C1=1]C0[Br0=1C1=1C3=1C3=1]C3[C1=1]]C3[C0[Br0=1C1=1C3=1C3=1]]C3[C0[Br0=1C1=1C3=1C3=1]]C3[C1[Br0=1C0=1C3=1]]] InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3 InChI=1S/C5H10Br2/c1-4(6)5(2,3)7/h4H,1-3H3
